study,title,condition.variable,condition.value,condition.name,condition.text,blurb,Exclude,Manipulation_includes_question_1yes_2outcome,Notes
McGinty730,Portrayals of Serious Mental Illness: Precursor to Violence or Treatable Health Condition?,xtess206,5,Unsuccessful Treatment Engagement (Policy Failure) + Stranger Violence,"The text below is an excerpt from a radio program that aired four months ago: 

“My name is Michelle Johnson, and my son Keith has schizophrenia.  Keith was a star student and athlete all through high school.  After he graduated from college, Keith got a good job managing a restaurant in our city.  Then, a year later, everything changed: Keith was diagnosed with schizophrenia.  In a matter of months, he lost his job and his apartment.  Sometimes he stayed at home with us, but often we couldn’t find him.  Keith’s father and I were so scared.  We didn’t know what was happening to our son or how to help him.  Finally, we took Keith to the emergency room.  The doctors there recommended inpatient treatment and tried to find Keith a bed at one of the city’s mental health facilities, but none were immediately available.  While we searched for an opening in inpatient treatment, Keith saw a local psychiatrist once a week.  Keith needed to see a doctor more frequently, but no appointments were available.  Keith’s psychiatrist said that the city used to have an intensive treatment team that made home visits to provide needed care and also assisted with housing and employment, but the program was cut last year. After more than a month, we found Keith a spot in an inpatient program.  Once he started the program, Keith did well.  He began taking medication regularly and participating in therapy.  After two weeks, he was discharged to continue treatment in the community and came to live with us.  

That was six months ago.  For the first month, Keith continued to take his medication and see his doctor regularly.  Unfortunately, Keith still could not see his psychiatrist as often as needed, and after a month his symptoms began to return.  His psychiatrist said Keith needed to return to inpatient care, but there were no spots available in the inpatient program where he did so well.  We are still looking for inpatient treatment for Keith, but our son has stopped treatment, left home and often sleeps on the street.  We are unfortunately now badly in debt. Our insurance covered only a small part of Keith’s treatment costs.  We have used up almost all our savings and still struggle to pay the medical bills.  ”

Michelle Johnson spoke these words on a radio program four months ago.  Keith’s untreated schizophrenia went on to have terrible consequences: it led him to commit last week’s shooting in Oliver Park.  Witnesses say Keith arrived at the park around 12:30pm and appeared agitated, pacing up and down and talking to himself.  At approximately 12:35pm, Keith took a gun out of his bag and began to shoot.  A father and his two teenage daughters, who were eating lunch in the park, were shot and killed before Keith was tackled by a security guard from a nearby building.  According to a friend who Keith stayed with in the days prior to the shooting, Keith had begun to believe that strangers on the street were government agents with plans to harm him.  Keith Johnson is now in a secure psychiatric facility awaiting trial.",,0,0,
McGinty730,Portrayals of Serious Mental Illness: Precursor to Violence or Treatable Health Condition?,xtess206,6,Unsuccessful Treatment Engagement (Individual Choice) + Family Violence,"The text below is an excerpt from a radio program that aired four months ago: 

“My name is Michelle Johnson, and my son Keith has schizophrenia.  Keith was a star student and athlete all through high school.  After he graduated from college, Keith got a good job managing a restaurant in our city.  Then, a year later, everything changed: Keith was diagnosed with schizophrenia.  In a matter of months, he lost his job and his apartment.  Sometimes he stayed at home with us, but often we couldn’t find him.  Keith’s father and I were so scared.  We didn’t know what was happening to our son or how to help him.  Finally, we took Keith to the emergency room.  The doctors there recommended inpatient treatment and tried to find Keith a bed at one of the city’s mental health facilities, but none were immediately available.  While we searched for an opening in inpatient treatment, Keith saw a local psychiatrist once a week and received home visits from the city’s intensive treatment team, which helps people with serious mental illness get the care they need and also assists with housing and employment.  After more than a month, we found Keith a spot in an inpatient program.  Once he started the program, Keith did well.  He began taking medication regularly and participating in therapy.  After two weeks, he was discharged to continue treatment in the community and came to live with us.  

That was six months ago.  For the first month, Keith continued to take his medication, see his doctor regularly, and receive visits from the intensive treatment team.  Then he suddenly stopped treatment, and his symptoms returned. He told me he did not like the way the medication made him feel and that his doctor did not understand him.  His psychiatrist said Keith needed to return to inpatient care, but there were no spots available in the inpatient program where he did so well and Keith refused to go to a different program.    Our son has left home and often sleeps on the street. We are unfortunately now badly in debt. Our insurance covered only a small part of Keith’s treatment costs.  We have used up almost all our savings and still struggle to pay the medical bills.  ”

Michelle Johnson spoke these words on a radio program four months ago.  Keith’s untreated schizophrenia went on to have terrible consequences: last week, he killed his father and two teenage sisters.  Neighbors say Keith arrived at his parents’ house around 12:30pm and appeared agitated, pacing up and down the driveway and talking to himself.  At approximately 12:35pm, Keith entered the house, took a gun out of his bag, and began to shoot.  Keith’s father and two teenage sisters were killed; his mother was not home at the time.  According to a friend who Keith stayed with in the days prior to committing the shooting, Keith had begun to believe that his family members were government agents with plans to harm him.  Keith Johnson is now in a secure psychiatric facility awaiting trial.",,0,0,
McGinty730,Portrayals of Serious Mental Illness: Precursor to Violence or Treatable Health Condition?,xtess206,7,Unsuccessful treatment Engagement (Policy Failure) + Family Violence,"The text below is an excerpt from a radio program that aired four months ago: 

“My name is Michelle Johnson, and my son Keith has schizophrenia.  Keith was a star student and athlete all through high school.  After he graduated from college, Keith got a good job managing a restaurant in our city.  Then, a year later, everything changed: Keith was diagnosed with schizophrenia.  In a matter of months, he lost his job and his apartment.  Sometimes he stayed at home with us, but often we couldn’t find him.  Keith’s father and I were so scared.  We didn’t know what was happening to our son or how to help him.  Finally, we took Keith to the emergency room.  The doctors there recommended inpatient treatment and tried to find Keith a bed at one of the city’s mental health facilities, but none were immediately available.  While we searched for an opening in inpatient treatment, Keith saw a local psychiatrist once a week.  Keith needed to see a doctor more frequently, but no appointments were available.  Keith’s psychiatrist said that the city used to have an intensive treatment team that made home visits to provide needed care and also assisted with housing and employment, but the program was cut last year. After more than a month, we found Keith a spot in an inpatient program.  Once he started the program, Keith did well.  He began taking medication regularly and participating in therapy.  After two weeks, he was discharged to continue treatment in the community and came to live with us.  

That was six months ago.  For the first month, Keith continued to take his medication and see his doctor regularly.  Unfortunately, Keith still could not see his psychiatrist as often as needed, and after a month his symptoms began to return.  His psychiatrist said Keith needed to return to inpatient care, but there were no spots available in the inpatient program where he did so well.  We are still looking for inpatient treatment for Keith, but our son has stopped treatment, left home and often sleeps on the street.  We are unfortunately now badly in debt. Our insurance covered only a small part of Keith’s treatment costs.  We have used up almost all our savings and still struggle to pay the medical bills.  ”

Michelle Johnson spoke these words on a radio program four months ago.  Keith’s untreated schizophrenia went on to have terrible consequences: last week, he killed his father and two teenage sisters.  Neighbors say Keith arrived at his parents’ house around 12:30pm and appeared agitated, pacing up and down the driveway and talking to himself.  At approximately 12:35pm, Keith entered the house, took a gun out of his bag, and began to shoot.  Keith’s father and two teenage sisters were killed; his mother was not home at the time.  According to a friend who Keith stayed with in the days prior to committing the shooting, Keith had begun to believe that his family members were government agents with plans to harm him.  Keith Johnson is now in a secure psychiatric facility awaiting trial.",,0,0,
McGinty730,Portrayals of Serious Mental Illness: Precursor to Violence or Treatable Health Condition?,xtess206,8,No narrative,,,0,0,
Merolla843,Emotional Reactions to Terrorism and Candidate Evaluations,XTESS218,1,anger_condtion,"The terrorist attacks that have occurred over the last year have evoked a lot of emotion in Americans. We are particularly interested in what makes you most angry, hostile, or disgusted about the attacks. Please write down in detail what makes you feel angry, hostile, or disgusted about the attacks. Write as detailed a description as possible. If you can, write your description so that someone reading it might even feel angry, hostile, or disgusted. 

[Large Text box] 
PARTICIPANT_ANSWERS_QUESTION]
",,0,1,
Merolla843,Emotional Reactions to Terrorism and Candidate Evaluations,XTESS218,2,fear/anxiety_condtion,"The terrorist attacks that have occurred over the last year have evoked a lot of emotion in Americans. We are particularly interested in what makes you most afraid, worried, or scared about the attacks. Please write down in detail what makes you feel afraid, worried, or scared about the attacks. Write as detailed a description as possible. If you can, write your description so that someone reading it might even feel afraid, worried, or scared.

[Large Text box] 
PARTICIPANT_ANSWERS_QUESTION]
",,0,1,
Merolla843,Emotional Reactions to Terrorism and Candidate Evaluations,XTESS218,3,relaxation_condition,"How important is your [athletic ability, artistic ability, intelligence/getting good grades, creativity, musical talent, sense of humor, physical attractiveness, business skills] to you?

1.        Very important 
2.        Somewhat important 
3.        Not too important 
4.        Not at all important
PARTICIPANT_ANSWERS_QUESTION]

Think about the next place you would like to go on vacation. Where would you like to go and why? 
Please take your time and do not rush. To help with that, the next screen arrow will not appear for a few moments to give you time to write out your answer.
[Large text box] 
[PARTICIPANT_ANSWERS_QUESTION]

How important is your identity as an American to you? 
1.        Very important 
2.        Somewhat important 
3.        Not too important 
4.        Not at all important 
PARTICIPANT_ANSWERS_QUESTION]
[",,0,1,
KlarBRIEF70,"Untangling a Dislike for the Opposing Party from a Dislike of Parties, Replication",XTESS197,1,Control Group 1,"How would you feel if you had a son or daughter who married someone who votes for the Democratic Party? Would you feel unhappy or happy?

1. Very unhappy 
2. Somewhat unhappy 
3. Neither unhappy nor happy
4. Somewhat happy
5. Very happy",,0,2,
KlarBRIEF70,"Untangling a Dislike for the Opposing Party from a Dislike of Parties, Replication",XTESS197,2,Control Group 2,"How would you feel if you had a son or daughter who married someone who voted for local Democratic candidates? Would you feel unhappy or happy?

1. Very unhappy 
2. Somewhat unhappy 
3. Neither unhappy nor happy
4. Somewhat happy
5. Very happy",,0,2,
KlarBRIEF70,"Untangling a Dislike for the Opposing Party from a Dislike of Parties, Replication",XTESS197,3,Treatment Group 1,"How would you feel if you had a son or daughter who married someone who votes for the Democratic Party but who RARELY talks about politics? Would you feel unhappy or happy?

1. Very unhappy 
2. Somewhat unhappy 
3. Neither unhappy nor happy
4. Somewhat happy
5. Very happy",,0,2,
KlarBRIEF70,"Untangling a Dislike for the Opposing Party from a Dislike of Parties, Replication",XTESS197,4,Treatment Group 2,"How would you feel if you had a son or daughter who married someone who voted for local Democratic candidates but who RARELY talks about politics? Would you feel unhappy or happy?

1. Very unhappy 
2. Somewhat unhappy 
3. Neither unhappy nor happy
4. Somewhat happy
5. Very happy",,0,2,
KlarBRIEF70,"Untangling a Dislike for the Opposing Party from a Dislike of Parties, Replication",XTESS197,5,Treatment Group 3,"How would you feel if you had a son or daughter who married someone who votes for the Democratic Party and who FREQUENTLY talks about politics? Would you feel unhappy or happy?

1. Very unhappy 
2. Somewhat unhappy 
3. Neither unhappy nor happy
4. Somewhat happy
5. Very happy",,0,2,
KlarBRIEF70,"Untangling a Dislike for the Opposing Party from a Dislike of Parties, Replication",XTESS197,6,Treatment Group 4,"How would you feel if you had a son or daughter who married someone who voted for  local Democratic candidates and who FREQUENTLY talks about politics? Would you feel unhappy or happy?

1. Very unhappy 
2. Somewhat unhappy 
3. Neither unhappy nor happy
4. Somewhat happy
5. Very happy",,0,2,
Iles1294,Understanding Effects of Communicating Different Types of Conflicting Information About Nutrition and Cancer Risk,P_EXP,1,Experimental condition 1 (conflict in evidence),"Is red meat linked to cancer? The American Cancer Society and Harvard agree the evidence is mixed
 Cancer is the second leading cause of death in the U.S., so understanding what we can do to prevent cancer is important for all Americans. For that reason, the American Cancer Society provides recommendations to the public based on all available evidence about how we as individuals can take action to reduce our cancer risk. One important part of this is how the foods we eat affect our chances of getting cancer, including how much red meat we eat (red meat includes all types of beef, veal, pork, lamb, mutton, horse, and goat). The American Cancer Society concludes that diets high in red meat probably increase our risk for cancer, so they currently recommend that people should eat less than 12-18 ounces of red meat per week. This means no more than three portions of 4-6 cooked ounces of red meat per week (or about the same size as 1-2 decks of cards). 
 However, new research from Harvard University published this year found no link between high red meat intake and greater cancer risk. In a comment on the findings, both the American Cancer Society and the Harvard team agreed that the majority of evidence on red meat and cancer is mixed and that more convincing research is needed before changing the existing American Cancer Society recommendation.",Imagine you came across the following news article while browsing the internet.,0,0,
Iles1294,Understanding Effects of Communicating Different Types of Conflicting Information About Nutrition and Cancer Risk,P_EXP,2,Experimental condition 2 (conflict between sources),"Is red meat linked to cancer? The American Cancer Society and Harvard disagree
 
 Cancer is the second leading cause of death in the U.S., so understanding what we can do to prevent cancer is important for all Americans. For that reason, the American Cancer Society provides recommendations to the public based on all available evidence about how we as individuals can take action to reduce our cancer risk. One important part of this is how the foods we eat affect our chances of getting cancer, including how much red meat we eat (red meat includes all types of beef, veal, pork, lamb, mutton, horse, and goat). The American Cancer Society concludes that diets high in red meat probably increase our risk for cancer, so they currently recommend that people should eat less than 12-18 ounces of red meat per week. This means no more than three portions of 4-6 cooked ounces of red meat per week (or about the same size as 1-2 decks of cards).
 
 However, new research from Harvard University published this year found no link between high red meat intake and greater cancer risk. In a comment on the findings, the American Cancer Society stated that while this new research challenges their recommendation, the majority of evidence suggests a link between high red meat intake and greater cancer risk, and maintained their recommendation that Americans should limit red meat intake to 12-18 oz. per week to reduce cancer risk. Responding to this comment, the Harvard scientists disagreed with the American Cancer Society’s conclusion, stating that the new findings provide strong evidence that there is no good reason to limit red meat intake reduce cancer risk.",Imagine you came across the following news article while browsing the internet.,0,0,
Iles1294,Understanding Effects of Communicating Different Types of Conflicting Information About Nutrition and Cancer Risk,P_EXP,3,Experimental condition 3 (conflict within source),"Is red meat linked to cancer? The American Cancer Society said “yes”, then “no”
 Cancer is the second leading cause of death in the U.S., so understanding what we can do to prevent cancer is important for all Americans. For that reason, the American Cancer Society provides recommendations to the public based on all available evidence about how we as individuals can take action to reduce our cancer risk. One important part of this is how the foods we eat affect our chances of getting cancer, including how much red meat we eat (red meat includes all types of beef, veal, pork, lamb, mutton, horse, and goat). The American Cancer Society concludes that diets high in red meat probably increase our risk for cancer, so they currently recommend that people should eat less than 12-18 ounces of red meat per week. This means no more than three portions of 4-6 cooked ounces per week (or about the same size as 1-2 decks of cards).
 However, new research from Harvard University published this year found no link between high red meat intake and greater cancer risk. In a comment on these findings, the American Cancer Society stated that in light of these new findings, they have changed their previous recommendation and are now recommending that there is no need for Americans to limit red meat intake to reduce cancer risk.",Imagine you came across the following news article while browsing the internet.,0,0,
Iles1294,Understanding Effects of Communicating Different Types of Conflicting Information About Nutrition and Cancer Risk,P_EXP,4,Experimental condition 4 (no conflict control),"Is red meat linked to cancer? The American Cancer Society and Harvard agree it is
 Cancer is the second leading cause of death in the U.S., so understanding what we can do to prevent cancer is important for all Americans. For that reason, the American Cancer Society provides recommendations to the public based on all available evidence about how we as individuals can take action to reduce our cancer risk. One important part of this is how the foods we eat affect our chances of getting cancer, including how much red meat we eat (red meat includes all types of beef, veal, pork, lamb, mutton, horse, and goat). The American Cancer Society concludes that diets high in red meat probably increase our risk for cancer, so they currently recommend that people should eat less than 12-18 ounces of red meat per week. This means no more than three portions of 4-6 cooked ounces per week (or about the same size as 1-2 decks of cards).
 New research from Harvard University published this year also found a link between high red meat intake and greater cancer risk. In a comment on the findings, the American Cancer Society stated that these findings provide additional support for their previous recommendation that Americans should limit red meat intake to 12-18 oz. per week to reduce cancer risk.",Imagine you came across the following news article while browsing the internet.,0,0,
Iles1294,Understanding Effects of Communicating Different Types of Conflicting Information About Nutrition and Cancer Risk,P_EXP,5,Experimental condition 5 (conflict in evidence),"Is red meat linked to cancer? The American Cancer Society and Harvard agree the evidence is mixed
 Cancer is the second leading cause of death in the U.S., so understanding what we can do to prevent cancer is important for all Americans. For that reason, the American Cancer Society provides recommendations to the public based on all available evidence about how we as individuals can take action to reduce our cancer risk. One important part of this is how the foods we eat affect our chances of getting cancer, including how much red meat we eat (red meat includes all types of beef, veal, pork, lamb, mutton, horse, and goat). The American Cancer Society concludes that diets high in red meat probably do not increase our risk for cancer, so they recommend that people do not need to limit how much red meat they eat. 
 However, new research from Harvard University published this year found a link between high red meat intake and greater cancer risk. In a comment on the findings, both the American Cancer Society and the Harvard team agreed that the majority of evidence on red meat and cancer is mixed and that more convincing research is needed before changing the existing American Cancer Society recommendation.",Imagine you came across the following news article while browsing the internet.,0,0,
Iles1294,Understanding Effects of Communicating Different Types of Conflicting Information About Nutrition and Cancer Risk,P_EXP,6,Experimental condition 6 (conflict between sources),"Is red meat linked to cancer? The American Cancer Society and Harvard disagree
 Cancer is the second leading cause of death in the U.S., so understanding what we can do to prevent cancer is important for all Americans. For that reason, the American Cancer Society provides recommendations to the public based on all available evidence about how we as individuals can take action to reduce our cancer risk. One important part of this is how the foods we eat affect our chances of getting cancer, including how much red meat we eat (red meat includes all types of beef, veal, pork, lamb, mutton, horse, and goat). The American Cancer Society concludes that diets high in red meat probably do not increase our risk for cancer, so they recommend that people do not need to limit how much red meat they eat. 
 However, new research from Harvard University published this year found a link between high red meat intake and greater cancer risk. In a comment on the findings, the American Cancer Society stated that while this new research challenges their recommendation, the majority of evidence suggests no link between high red meat intake and greater cancer risk, and maintained their recommendation that there is no need for Americans to limit red meat intake to reduce cancer risk. Responding to this comment, the Harvard scientists disagreed with the American Cancer Society’s conclusion, stating that the new findings provide strong evidence that there is good reason to limit red meat intake to reduce cancer risk.",Imagine you came across the following news article while browsing the internet.,0,0,
Iles1294,Understanding Effects of Communicating Different Types of Conflicting Information About Nutrition and Cancer Risk,P_EXP,7,Experimental condition 7 (conflict within source),"Is red meat linked to cancer? The American Cancer Society said “no”, then “yes”
 Cancer is the second leading cause of death in the U.S., so understanding what we can do to prevent cancer is important for all Americans. For that reason, the American Cancer Society provides recommendations to the public based on all available evidence about how we as individuals can take action to reduce our cancer risk. One important part of this is how the foods we eat affect our chances of getting cancer, including how much red meat we eat (red meat includes all types of beef, veal, pork, lamb, mutton, horse, and goat). The American Cancer Society concludes that diets high in red meat probably do not increase our risk for cancer, so they recommend that people do not need to limit how much red meat they eat. 
 However, new research from Harvard published this year found a link between high red meat intake and greater cancer risk. In a comment on these findings, the American Cancer Society stated that in light of these new findings, they have changed their previous recommendation and are now recommending that Americans should limit red meat intake to 12-18 oz. per week to reduce cancer risk.",Imagine you came across the following news article while browsing the internet.,0,0,
Iles1294,Understanding Effects of Communicating Different Types of Conflicting Information About Nutrition and Cancer Risk,P_EXP,8,Experimental condition 8 (no conflict control),"Is red meat linked to cancer? The American Cancer Society and Harvard agree it is not
 Cancer is the second leading cause of death in the U.S., so understanding what we can do to prevent cancer is important for all Americans. For that reason, the American Cancer Society provides recommendations to the public based on all available evidence about how we as individuals can take action to reduce our cancer risk. One important part of this is how the foods we eat affect our chances of getting cancer, including how much red meat we eat (red meat includes all types of beef, veal, pork, lamb, mutton, horse and goat). The American Cancer Society concludes that diets high in red meat probably do not increase our risk for cancer, so they recommend that people do not need to limit how much red meat they eat.
 New research from Harvard published this year also found no link between high red meat intake and greater cancer risk. In a comment on the findings, the American Cancer Society stated that these findings provide additional support for their previous recommendation that there is no need for Americans to limit red meat intake to reduce cancer risk.",Imagine you came across the following news article while browsing the internet.,0,0,
Mezzapelle1439,Do Victims’ Race and Gender Identity Interact to Predict the Perceived Credibility of Sexual Harassment Claims?,P_EXP,1,Black Cisgender Woman,"Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American (selected)
Middle Eastern
Native American
Pacific Islander
White
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman (selected)
Transgender man
Transgender woman
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]","We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.",0,,
Mezzapelle1439,Do Victims’ Race and Gender Identity Interact to Predict the Perceived Credibility of Sexual Harassment Claims?,P_EXP,2,Black Transgender Woman,"Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American (selected)
Middle Eastern
Native American
Pacific Islander
White
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman
Transgender man
Transgender woman (selected)
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]","We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.",0,,
Mezzapelle1439,Do Victims’ Race and Gender Identity Interact to Predict the Perceived Credibility of Sexual Harassment Claims?,P_EXP,3,White Cisgender Woman,"Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American
Middle Eastern
Native American
Pacific Islander
White (selected)
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman (selected)
Transgender man
Transgender woman
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]","We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.",0,,
Mezzapelle1439,Do Victims’ Race and Gender Identity Interact to Predict the Perceived Credibility of Sexual Harassment Claims?,P_EXP,4,White Transgender Woman,"Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American
Middle Eastern
Native American
Pacific Islander
White (selected)
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman
Transgender man
Transgender woman (selected)
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]","We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.",0,,
SchaadS62,Telling the Story Right: Explaining Support for Transgender and Non-Binary Rights,P_SCHAADEXP1,1,v1 Narrative Conforming Transgender Woman,"Jaime is 20 years old and was born a boy, and now identifies as a woman.
 
 When Jaime was little, Jaime felt like a girl. As a child, Jaime liked to wear dresses and play with dolls.
 
 Jaime now lives as a transgender woman and is working to change their birth certificate gender from “male” to “female”.
 
 How likely do you think it is that Jaime will still identify as a woman in 5 years?","We are interested in studying opinions about a variety of LGBT issues and topics. On the following screen, you will read a description of a scenario. Please read the scenario carefully as you will later be asked to remember some of the details. After reading the scenario, you will then be asked some questions about your impressions and opinions. Please answer the questions with your first uncensored impressions. The questions may feel vague or you might feel you do not have enough information to answer them, but please answer as truthfully and honestly as possible.",0,2,Combined condition.text with outcome as it varies by condition
SchaadS62,Telling the Story Right: Explaining Support for Transgender and Non-Binary Rights,P_SCHAADEXP1,2,v2 Narrative Nonconforming Transgender Woman,"Jaime is 20 years old and was born a boy, and now identifies as a woman.
 
 When Jaime was little, Jaime felt like a boy. As a child, Jaime liked to wear pants and play with trucks.
 
 However, Jaime now lives as a transgender woman and is working to change their birth certificate gender from “male” to “female”.
 
 How likely do you think it is that Jaime will still identify as a woman in 5 years?","We are interested in studying opinions about a variety of LGBT issues and topics. On the following screen, you will read a description of a scenario. Please read the scenario carefully as you will later be asked to remember some of the details. After reading the scenario, you will then be asked some questions about your impressions and opinions. Please answer the questions with your first uncensored impressions. The questions may feel vague or you might feel you do not have enough information to answer them, but please answer as truthfully and honestly as possible.",0,2,Combined condition.text with outcome as it varies by condition
SchaadS62,Telling the Story Right: Explaining Support for Transgender and Non-Binary Rights,P_SCHAADEXP1,3,v3 Narrative Conforming AMAB Non-Binary Person,"Jaime is 20 years old and was born a boy, and now identifies as non-binary. Non-binary means someone whose gender is not male or female.
 
 When Jaime was little, Jaime felt like neither a boy nor a girl. As a child, Jaime liked to wear both girls’ and boys’ clothes and play with dolls and trucks.
 
 Jaime now lives as a non-binary person and is working to change their birth certificate gender from “male” to “X”.
 
 How likely do you think it is that Jaime will still identify as non-binary in 5 years?","We are interested in studying opinions about a variety of LGBT issues and topics. On the following screen, you will read a description of a scenario. Please read the scenario carefully as you will later be asked to remember some of the details. After reading the scenario, you will then be asked some questions about your impressions and opinions. Please answer the questions with your first uncensored impressions. The questions may feel vague or you might feel you do not have enough information to answer them, but please answer as truthfully and honestly as possible.",0,2,Combined condition.text with outcome as it varies by condition
SchaadS62,Telling the Story Right: Explaining Support for Transgender and Non-Binary Rights,P_SCHAADEXP1,4,v4 Narrative Nonconforming AMAB Non-Binary Person,"Jaime is 20 years old and was born a boy, and now identifies as non-binary. Non-binary means someone whose gender is not male or female.
 
 When Jaime was little, Jaime felt like a boy. As a child, Jaime liked to wear pants and play with trucks.
 
 However, Jaime now lives as a non-binary person and is working to change their birth certificate gender from “male” to “X”.
 
 How likely do you think it is that Jaime will still identify as non-binary in 5 years?","We are interested in studying opinions about a variety of LGBT issues and topics. On the following screen, you will read a description of a scenario. Please read the scenario carefully as you will later be asked to remember some of the details. After reading the scenario, you will then be asked some questions about your impressions and opinions. Please answer the questions with your first uncensored impressions. The questions may feel vague or you might feel you do not have enough information to answer them, but please answer as truthfully and honestly as possible.",0,2,Combined condition.text with outcome as it varies by condition
SchaadS62,Telling the Story Right: Explaining Support for Transgender and Non-Binary Rights,P_SCHAADEXP1,5,v5 Narrative Conforming Transgender Man,"Jaime is 20 years old and was born a girl, and now identifies as a man.
 
 When Jaime was little, Jaime felt like a boy. As a child, Jaime liked to wear pants and play with trucks.
 
 Jaime now lives as a transgender man and is working to change their birth certificate gender from “female” to “male”.
 
 How likely do you think it is that Jaime will still identify as a man in 5 years?","We are interested in studying opinions about a variety of LGBT issues and topics. On the following screen, you will read a description of a scenario. Please read the scenario carefully as you will later be asked to remember some of the details. After reading the scenario, you will then be asked some questions about your impressions and opinions. Please answer the questions with your first uncensored impressions. The questions may feel vague or you might feel you do not have enough information to answer them, but please answer as truthfully and honestly as possible.",0,2,Combined condition.text with outcome as it varies by condition
